id,label,lang,text,group_id,is_augmented
chq-053-v3,cheque,en,The buyer of my apartment gave a cheque of Rs 10 lakhs towards the down payment after signing the agreement to sell. It was dishonoured. He wants the agreement extended without any penalty.,chq-053,True
chq-054,cheque,en,"I do embroidery job work from home. A boutique owner settled six months of my bills with a cheque of Rs 62,000. It came back unpaid. She has now blocked me but her boutique runs as usual.",chq-054,False
chq-054-v1,cheque,en,"I do embroidery job work from home. A boutique owner settled six months of my bills with a cheque of Rs 50,000. It came back unpaid. She has now blocked me but her boutique runs as usual.",chq-054,True
chq-054-v2,cheque,en,"Hello, I do embroidery job work from home. A boutique owner settled six months of my bills with a cheque of Rs 50,000. It came back unpaid. She has now blocked me but her boutique runs as usual.",chq-054,True
chq-054-v3,cheque,en,"I do embroidery job work from home. A boutique owner settled six months of my bills with a cheque of Rs 93,000. It came back unpaid. She has now blocked me but her boutique runs as usual.",chq-054,True
chq-055,cheque,en,"My transport union collected accident contribution from members and the union treasurer's cheque to the victim's family, Rs 2 lakhs, bounced. The family has asked me, as president, what to do legally.",chq-055,False
chq-055-v1,cheque,en,"My transport union collected accident contribution from members and the union treasurer's cheque to the victim's family, Rs 2 lakhs, was dishonoured. The family has asked me, as president, what to do legally.",chq-055,True
chq-055-v2,cheque,en,"I need some guidance. My transport union collected accident contribution from members and the union treasurer's cheque to the victim's family, Rs 2 lakhs, came back unpaid. The family has asked me, as president, what to do legally.",chq-055,True
chq-055-v3,cheque,en,"Hello, My transport union collected accident contribution from members and the union treasurer's cheque to the victim's family, Rs 2 lakhs, came back unpaid. The family has asked me, as president, what to do legally.",chq-055,True
chq-056,cheque,en,"A relative took my fixed deposit money for his hospital construction promising to return it with a bank cheque. The cheque of Rs 8 lakhs was dishonoured, and he says the CA misplaced funds temporarily.",chq-056,False
chq-056-v1,cheque,en,"Hello, A relative took my fixed deposit money for his hospital construction promising to return it with a bank cheque. The cheque of Rs 8 lakhs was dishonoured, and he says the CA misplaced funds temporarily.",chq-056,True
chq-056-v2,cheque,en,"A relative took my fixed deposit money for his hospital construction promising to return it with a bank cheque. The cheque of Rs 8 lakhs was dishonoured, and he says the CA misplaced funds temporarily. Please advise.",chq-056,True
chq-056-v3,cheque,en,"Please help me with this. A relative took my fixed deposit money for his hospital construction promising to return it with a bank cheque. The cheque of Rs 8 lakhs was dishonoured, and he says the CA misplaced funds temporarily.",chq-056,True
chq-058,cheque,en,"The gym franchise owner returned my franchise security deposit with a cheque of Rs 5 lakhs when the brand terminated his rights. It bounced, and the brand says the deposit was with him, not them.",chq-058,False
chq-058-v1,cheque,en,"I need some guidance. The gym franchise owner returned my franchise security deposit with a cheque of Rs 5 lakhs when the brand terminated his rights. It came back unpaid, and the brand says the deposit was with him, not them.",chq-058,True
chq-058-v2,cheque,en,"The gym franchise owner returned my franchise security deposit with a cheque of Rs 5 lakhs when the brand terminated his rights. It was dishonoured, and the brand says the deposit was with him, not them.",chq-058,True
chq-058-v3,cheque,en,"The gym franchise owner returned my franchise security deposit with a cheque of Rs 5 lakhs when the brand terminated his rights. It was dishonoured, and the brand says the deposit was with him, not them. Please advise.",chq-058,True
chq-062,cheque,en,"My poultry feed supplier business received a cheque of Rs 2.9 lakhs from a farm owner. Bounced, insufficient funds. His farm is on leased land and I worry he has no assets even if I win a case.",chq-062,False
chq-062-v1,cheque,en,"My poultry feed supplier business received a cheque of Rs 2.9 lakhs from a farm owner. Bounced, insufficient funds. His farm is on leased land and I worry he has no assets even if I win a case. Is there any legal option for me?",chq-062,True
chq-062-v2,cheque,en,"Hello, My poultry feed supplier business received a cheque of Rs 2.9 lakhs from a farm owner. Bounced, insufficient funds. His farm is on leased land and I worry he has no assets even if I win a case.",chq-062,True
chq-062-v3,cheque,en,"Please help me with this. My poultry feed supplier business received a cheque of Rs 2.9 lakhs from a farm owner. Bounced, insufficient funds. His farm is on leased land and I worry he has no assets even if I win a case.",chq-062,True
chq-063,cheque,en,The event company that hired my sound system for the season gave a consolidated cheque of Rs 1.45 lakhs. It bounced and the proprietor has started a new company under his wife's name doing the same events.,chq-063,False
chq-063-v1,cheque,en,The event firm that hired my sound system for the season gave a consolidated cheque of Rs 1.45 lakhs. It came back unpaid and the proprietor has started a new company under his wife's name doing the same events.,chq-063,True
chq-063-v2,cheque,en,The event firm that hired my sound system for the season gave a consolidated cheque of Rs 1.45 lakhs. It was dishonoured and the proprietor has started a new company under his wife's name doing the same events. Please advise.,chq-063,True
chq-063-v3,cheque,en,The event firm that hired my sound system for the season gave a consolidated cheque of Rs 1.45 lakhs. It was dishonoured and the proprietor has started a new company under his wife's name doing the same events.,chq-063,True
chq-064,cheque,en,"I gave a hand loan of Rs 60,000 to my neighbour for his daughter's admission against a post dated cheque. He requested me twice to delay depositing. When I finally deposited it, the account was closed.",chq-064,False
chq-064-v1,cheque,en,"Please help me with this. I gave a hand loan of Rs 48,000 to my neighbour for his daughter's admission against a post dated cheque. He requested me twice to delay depositing. When I finally deposited it, the account was closed.",chq-064,True
chq-064-v2,cheque,en,"Hello, I gave a hand loan of Rs 150,000 to my neighbour for his daughter's admission against a post dated cheque. He requested me twice to delay depositing. When I finally deposited it, the account was closed.",chq-064,True
chq-064-v3,cheque,en,"I gave a hand loan of Rs 120,000 to my neighbour for his daughter's admission against a post dated cheque. He requested me twice to delay depositing. When I finally deposited it, the account was closed.",chq-064,True
chq-065,cheque,en,"A garment shop cleared my tailoring unit's dues with a cheque of Rs 78,000 that bounced. The owner's son says his father has dementia and the son is not responsible for the shop's old payments.",chq-065,False
chq-065-v1,cheque,en,"A garment store cleared my tailoring unit's dues with a cheque of Rs 195,000 that was dishonoured. The owner's son says his father has dementia and the son is not responsible for the shop's old payments.",chq-065,True
chq-065-v2,cheque,en,"A garment store cleared my tailoring unit's dues with a cheque of Rs 31,000 that was dishonoured. The owner's son says his father has dementia and the son is not responsible for the shop's old payments.",chq-065,True
chq-065-v3,cheque,en,"I need some guidance. A garment store cleared my tailoring unit's dues with a cheque of Rs 62,000 that came back unpaid. The owner's son says his father has dementia and the son is not responsible for the shop's old payments.",chq-065,True
chq-066,cheque,en,My cheque to a supplier bounced because my company account was frozen by the bank over a KYC issue the same week. The supplier has sent a Section 138 notice. I have the bank's letter about the freeze.,chq-066,False
chq-066-v1,cheque,en,My cheque to a supplier came back unpaid because my firm account was frozen by the bank over a KYC issue the same week. The supplier has sent a Section 138 notice. I have the bank's letter about the freeze. What should I do now?,chq-066,True
chq-066-v2,cheque,en,I need some guidance. My cheque to a supplier came back unpaid because my firm account was frozen by the bank over a KYC issue the same week. The supplier has sent a Section 138 notice. I have the bank's letter about the freeze.,chq-066,True
chq-066-v3,cheque,en,My cheque to a supplier was dishonoured because my firm account was frozen by the bank over a KYC issue the same week. The supplier has sent a Section 138 notice. I have the bank's letter about the freeze. What should I do now?,chq-066,True
chq-067,cheque,en,The dairy cooperative settled my cattle feed bills with a cheque of Rs 1.05 lakhs. It was returned with the remark exceeds arrangement. The secretary says the new committee will decide on old payments.,chq-067,False
